Time,Image,CommandLine,ParentImage,Risk
2026-03-02T08:19:04.7220297Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.1202.10.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2500,i,7229870379366610510,1657364694743778589,524288 --field-trial-handle=2056,i,6040254392976885814,17849630961032139710,262144 --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2488 /prefetch:13 /pfhostedapp:e81e4ce88a34bde7b83df89a4f2d96fdf529e526",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:19:04.5893414Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.1202.10.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2244,i,8780097001214431383,1462703925026969670,524288 --field-trial-handle=2056,i,6040254392976885814,17849630961032139710,262144 --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2280 /prefetch:11 /pfhostedapp:e81e4ce88a34bde7b83df89a4f2d96fdf529e526",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:19:04.5869193Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.1202.10.0 --embedded-browser-webview=1 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1892,i,17865071886735297655,4744890648788670324,262144 --field-trial-handle=2056,i,6040254392976885814,17849630961032139710,262144 --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1964 /prefetch:2 /pfhostedapp:e81e4ce88a34bde7b83df89a4f2d96fdf529e526",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:19:04.0450093Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\kotra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:e81e4ce88a34bde7b83df89a4f2d96fdf529e526 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\kotra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --metrics-dir=C:\Users\kotra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=145.0.7632.117 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=145.0.3800.82 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ffe25a30f18,0x7ffe25a30f24,0x7ffe25a30f30",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:19:03.9795666Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=526.1202.10.0 --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --lang=en-US --mojo-named-platform-channel-pipe=12080.15928.13313602912168303878 /pfhostedapp:e81e4ce88a34bde7b83df89a4f2d96fdf529e526",C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe,Low
2026-03-02T08:19:02.0058430Z,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,"""C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe"" -RegisterProcessAsComServer -Embedding",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:19:00.0473762Z,C:\Users\kotra\AppData\Local\Kingsoft\WPSOFF~1\1220~3.231\office6\wps.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPSOFF~1\1220~3.231\office6\wps.exe"" Run /AppUserModelID=Kingsoft.Office.cefhomepage -Entry=CefRenderEntryPoint -EncodePathU8=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGtzb2pzY29yZS5kbGw= -EncodePath QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGtzb2pzY29yZS5kbGw= -CefPluginPathU8=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGFkZG9uc1xjZWY= -CefPluginPath=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGFkZG9uc1xjZWY= -JSCefServicePath=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGFkZG9uc1xrY2VmXGpzY2Vmc2VydmljZS5kbGw= -CefParentID=16972 ""C:/Users/kotra/AppData/Local/Kingsoft/WPS Office/12.2.0.23196/office6\promecefpluginhost.exe"" --type=renderer --log-severity=disable --disable-pdf-extension --user-data-dir=""C:\Users\kotra\AppData\Local\CEF\User Data"" --jbserver=browser.a3ba19ec797144349ea5dbc1b742aca1.23196.36838b544a97c764.dpi1.25.pipe --no-sandbox --log-file=""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\debug.log"" --js-flags=--expose-gc --lang=en-US --no-zygote --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=86318312 --mojo-platform-channel-handle=3192 --field-trial-handle=2176,i,9946720318586246808,17004420400210118545,131072 --disable-features=TSFImeSupport /prefetch:1",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe,Medium
2026-03-02T08:18:59.9492518Z,C:\Users\kotra\AppData\Local\Kingsoft\WPSOFF~1\1220~3.231\office6\wps.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPSOFF~1\1220~3.231\office6\wps.exe"" Run /AppUserModelID=Kingsoft.Office.cefhomepage -Entry=CefRenderEntryPoint -EncodePathU8=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGtzb2pzY29yZS5kbGw= -EncodePath QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGtzb2pzY29yZS5kbGw= -CefPluginPathU8=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGFkZG9uc1xjZWY= -CefPluginPath=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGFkZG9uc1xjZWY= -JSCefServicePath=QzpcVXNlcnNca290cmFcQXBwRGF0YVxMb2NhbFxLaW5nc29mdFxXUFMgT2ZmaWNlXDEyLjIuMC4yMzE5NlxvZmZpY2U2XGFkZG9uc1xrY2VmXGpzY2Vmc2VydmljZS5kbGw= -CefParentID=16972 ""C:/Users/kotra/AppData/Local/Kingsoft/WPS Office/12.2.0.23196/office6\promecefpluginhost.exe"" --type=renderer --log-severity=disable --disable-pdf-extension --user-data-dir=""C:\Users\kotra\AppData\Local\CEF\User Data"" --jbserver=browser.a3ba19ec797144349ea5dbc1b742aca1.23196.36838b544a97c764.dpi1.25.pipe --no-sandbox --log-file=""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\debug.log"" --js-flags=--expose-gc --lang=en-US --no-zygote --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --launch-time-ticks=86224825 --mojo-platform-channel-handle=3024 --field-trial-handle=2176,i,9946720318586246808,17004420400210118545,131072 --disable-features=TSFImeSupport /prefetch:1",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe,Medium
2026-03-02T08:18:59.8647554Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\promecefpluginhost.exe,"""C:/Users/kotra/AppData/Local/Kingsoft/WPS Office/12.2.0.23196/office6\promecefpluginhost.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --log-severity=disable --lang=en-US --user-data-dir=""C:\Users\kotra\AppData\Local\CEF\User Data"" --log-file=""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\debug.log"" --mojo-platform-channel-handle=2872 --field-trial-handle=2176,i,9946720318586246808,17004420400210118545,131072 --disable-features=TSFImeSupport /prefetch:8",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe,Medium
2026-03-02T08:18:59.5936597Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\promecefpluginhost.exe,"""C:/Users/kotra/AppData/Local/Kingsoft/WPS Office/12.2.0.23196/office6\promecefpluginhost.exe"" --type=gpu-process --no-sandbox --log-severity=disable --lang=en-US --user-data-dir=""C:\Users\kotra\AppData\Local\CEF\User Data"" --gpu-preferences=UAAAAAAAAADgACAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --log-file=""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\debug.log"" --mojo-platform-channel-handle=2160 --field-trial-handle=2176,i,9946720318586246808,17004420400210118545,131072 --disable-features=TSFImeSupport /prefetch:2",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe,Medium
2026-03-02T08:18:59.3792103Z,C:\Windows\System32\rundll32.exe,"C:\WINDOWS\system32\rundll32.exe C:\WINDOWS\system32\AppXDeploymentExtensions.OneCore.dll,ShellRefresh",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:59.3432927Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe""  Run -Entry=EntryPoint ""C:/Users/kotra/AppData/Local/Kingsoft/WPS Office/12.2.0.23196/office6/addons/kcef/jsapibrowser.dll"" --server=browser.a3ba19ec797144349ea5dbc1b742aca1.23196.36838b544a97c764.dpi1.25.pipe --rendererswitchflag=0 --from=qing",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe,Medium
2026-03-02T08:18:58.5587072Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\ksomisc.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\ksomisc.exe"" -collectfileassoinfo -module=1;2;4;8 -daily -source=2",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe,Medium
2026-03-02T08:18:58.3500867Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\ksomisc.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\ksomisc.exe""  -getonlineparam -forceperusermode",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe,Medium
2026-03-02T08:18:58.3469436Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\ksomisc.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\ksomisc.exe""  -getabtest -forceperusermode",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe,Medium
2026-03-02T08:18:58.2782633Z,C:\Windows\System32\mmc.exe,"""C:\WINDOWS\system32\mmc.exe"" ""C:\WINDOWS\system32\eventvwr.msc"" /s",C:\Windows\explorer.exe,Low
2026-03-02T08:18:58.2378261Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe""  Run -Entry=EntryPoint ""C:/Users/kotra/AppData/Local/Kingsoft/WPS Office/12.2.0.23196/office6/addons/kcef/jsapibrowser.dll"" --server=browser.a3ba19ec797144349ea5dbc1b742aca1.23196.36838b544a97c764.dpi1.25.pipe --rendererswitchflag=0 --from=qing",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe,Medium
2026-03-02T08:18:57.9779402Z,C:\Windows\System32\consent.exe,consent.exe 9264 562 000001F3FB962D10,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:57.5818738Z,C:\Windows\System32\mmc.exe,"""C:\WINDOWS\system32\mmc.exe"" ""C:\WINDOWS\system32\eventvwr.msc"" /s",C:\Windows\explorer.exe,Low
2026-03-02T08:18:56.8517878Z,C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileSyncHelper.exe,"""C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileSyncHelper.exe""",C:\Windows\System32\services.exe,Low
2026-03-02T08:18:56.5683745Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe"" /wpscloudlaunch /run_plugin /plugin_name=ktaskschdtool /plugin_entry=ktaskschdtool.dll /task=wpsexternal /launchtask /ver=1.0 /start_from=task_external_startup",C:\Windows\System32\svchost.exe,Medium
2026-03-02T08:18:56.5470516Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:55.2053757Z,C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe,"""C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe"" -Embedding",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:54.1920304Z,C:\Program Files\Microsoft OneDrive\OneDrive.exe,"""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" /background",C:\Windows\explorer.exe,Low
2026-03-02T08:18:51.5647331Z,C:\Windows\System32\SecurityHealth\10.0.29510.1001-0\SecurityHealthHost.exe,\\?\C:\Windows\System32\SecurityHealth\10.0.29510.1001-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:49.5570936Z,C:\Windows\System32\dxgiadaptercache.exe,"""C:\WINDOWS\system32\dxgiadaptercache.exe""",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:45.7170556Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=147.0.7683.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater_history.jsonl"" --initial-client-data=0xa8,0x290,0x294,0xb4,0x298,0x7ff7063c0274,0x7ff7063c0280,0x7ff7063c0290",C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,Low
2026-03-02T08:18:45.6982498Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --system --windows-service --service=update",C:\Windows\System32\services.exe,Low
2026-03-02T08:18:45.6455749Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=147.0.7683.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater_history.jsonl"" --initial-client-data=0x28c,0x290,0x294,0x288,0x298,0x7ff7063c0274,0x7ff7063c0280,0x7ff7063c0290",C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,Low
2026-03-02T08:18:45.6267015Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --system --windows-service --service=update-internal",C:\Windows\System32\services.exe,Low
2026-03-02T08:18:45.5982940Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=147.0.7683.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater_history.jsonl"" --initial-client-data=0x288,0x28c,0x290,0x284,0x294,0x7ff7063c0274,0x7ff7063c0280,0x7ff7063c0290",C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,Low
2026-03-02T08:18:45.5784267Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --wake --system",C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,Low
2026-03-02T08:18:45.5559081Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=147.0.7683.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater_history.jsonl"" --initial-client-data=0x294,0x298,0x29c,0x290,0x2a0,0x7ff7063c0274,0x7ff7063c0280,0x7ff7063c0290",C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,Low
2026-03-02T08:18:45.5329246Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --wake-all --system",C:\Program Files\Google\Chrome\Application\chrome.exe,Low
2026-03-02T08:18:45.4737327Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=147.0.7683.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater_history.jsonl"" --initial-client-data=0x298,0x29c,0x2a0,0x294,0x2a4,0x7ff7063c0274,0x7ff7063c0280,0x7ff7063c0290",C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,Low
2026-03-02T08:18:45.4526236Z,C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\147.0.7683.0\updater.exe"" --system --windows-service --service=update",C:\Windows\System32\services.exe,Low
2026-03-02T08:18:42.0434774Z,C:\Windows\System32\expand.exe,"""C:\Windows\System32\expand.exe"" ""C:\Users\kotra\AppData\Local\Temp\MaxxAudio_Data.cab"" ""-F:DeployTable.ini"" ""C:\Users\kotra\AppData\Local\Temp""",C:\Windows\System32\DriverStore\FileRepository\wavesapo11de.inf_amd64_fc19738d997cbd7f\WavesSvc64.exe,Low
2026-03-02T08:18:41.9457212Z,C:\Windows\System32\DriverStore\FileRepository\wavesapo11de.inf_amd64_fc19738d997cbd7f\WavesSvc64.exe,"""C:\Windows\System32\DriverStore\FileRepository\wavesapo11de.inf_amd64_fc19738d997cbd7f\WavesSvc64.exe"" -Jack",C:\Windows\explorer.exe,Low
2026-03-02T08:18:34.8479408Z,C:\Windows\System32\CompPkgSrv.exe,C:\Windows\System32\CompPkgSrv.exe -Embedding,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:30.2337566Z,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.7839_none_a4f84013776fc963\TiWorker.exe,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.7839_none_a4f84013776fc963\TiWorker.exe -Embedding,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:30.1265113Z,C:\Windows\servicing\TrustedInstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:18:28.2484828Z,C:\Program Files\McAfee\WebAdvisor\browserhost.exe,"""C:\Program Files\McAfee\WebAdvisor\BrowserHost.exe""  chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0",C:\Windows\System32\cmd.exe,Low
2026-03-02T08:18:28.0739038Z,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /d /s /c """"C:\Program Files\McAfee\WebAdvisor\BrowserHost.exe"" chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0"" < \\.\pipe\chrome.nativeMessaging.in.3641afe74b829c37 > \\.\pipe\chrome.nativeMessaging.out.3641afe74b829c37",C:\Program Files\Google\Chrome\Application\chrome.exe,Low
2026-03-02T08:18:26.5391272Z,C:\Program Files\Google\Chrome\Application\145.0.7632.117\elevation_service.exe,"""C:\Program Files\Google\Chrome\Application\145.0.7632.117\elevation_service.exe""",C:\Windows\System32\services.exe,Low
2026-03-02T08:18:26.5380552Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe SyncFromCloud,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:26.1229712Z,C:\Program Files\Google\Chrome\Application\chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",C:\Windows\explorer.exe,Low
2026-03-02T08:18:23.4493660Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalService -p -s LicenseManager,C:\Windows\System32\services.exe,Low
2026-03-02T08:18:22.1588636Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k WebThreatDefense -p -s webthreatdefsvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:18:21.0604090Z,C:\Windows\System32\SecurityHealthService.exe,C:\WINDOWS\system32\SecurityHealthService.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:18:21.0395118Z,C:\Windows\System32\SecurityHealthSystray.exe,"""C:\Windows\System32\SecurityHealthSystray.exe""",C:\Windows\explorer.exe,Low
2026-03-02T08:18:21.0005559Z,C:\Windows\System32\smartscreen.exe,C:\Windows\System32\smartscreen.exe -Embedding,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:16.0042678Z,C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe,"""C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe"" -Embedding",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:13.3367527Z,C:\Windows\System32\dllhost.exe,"""C:\WINDOWS\system32\DllHost.exe"" /Processid:{5250E46F-BB09-D602-5891-F476DC89B700}",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:13.0003035Z,C:\Windows\System32\dllhost.exe,"""C:\WINDOWS\system32\DllHost.exe"" /Processid:{9F156763-7844-4DC4-B2B1-901F640F5155}",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:10.2043967Z,C:\Windows\System32\wermgr.exe,"""C:\WINDOWS\system32\wermgr.exe"" -upload",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:18:08.9070213Z,C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe,"""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe"" -ServerName:InputApp.AppXk0k6mrh4r2q0ct33a9wgbez0x7v9cz5y.mca",C:\Windows\System32\svchost.exe,Low
