Time,Image,CommandLine,ParentImage,Risk
2026-03-02T08:20:27.0436920Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView /prefetch:4 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Crashpad --metrics-dir=C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=145.0.7632.117 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=145.0.3800.82 --initial-client-data=0x170,0x174,0x178,0x14c,0x180,0x7ffe25a30f18,0x7ffe25a30f24,0x7ffe25a30f30",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:20:26.9513808Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=ms-teams.exe --webview-exe-version=26015.1706.4351.4392 --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --disable-features=msEnhancedTrackingPreventionEnabled,BreakoutBoxPreferCaptureTimestampInVideoFrames,BlockCrossPartitionBlobUrlFetching,msWebOOUI --enable-blink-features=IndexedDbGetAllRecords --enable-features=msSingleSignOnOSForPrimaryAccountIsShared,AutofillReplaceCachedWebElementsByRendererIds,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2SetUserAgentOverrideOnIframes,RendererHangWatcher:delay/13s,PartitionedCookies,ThirdPartyStoragePartitioning,msWebView2EnableDraggableRegions,msAbydos,msAbydosHandwritingAttr,msAbydosGestureSupport --enable-precise-memory-info --gpu-watchdog-timeout-seconds=60 --js-flags=--stack-trace-limit=50 --lang=en-US --mojo-named-platform-channel-pipe=12924.15072.7722898353438430855 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77",C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teams.exe,Low
2026-03-02T08:20:25.1500062Z,C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teams.exe,"""C:\Users\kotra\AppData\Local\Microsoft\WindowsApps\MSTeams_8wekyb3d8bbwe\ms-teams.exe"" msteams:system-initiated",C:\Windows\explorer.exe,Low
2026-03-02T08:20:23.5663778Z,C:\Windows\System32\expand.exe,"""C:\WINDOWS\system32\expand.exe"" -r -f:""CatalogIndexPC.xml"" ""C:\ProgramData\Dell\UpdateService\Temp\CatalogIndexPC.cab"" ""C:\ProgramData\Dell\UpdateService\Temp""",C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe,Low
2026-03-02T08:20:17.3212783Z,C:\Windows\UUS\Packages\Preview\amd64\MoNotificationUx.exe,C:\WINDOWS\uus\packages\preview\AMD64\MoNotificationUx.exe /ClearActiveNotifications /CV QpUOI84iukim0GZU.1.0.0,C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,Low
2026-03-02T08:20:15.3034676Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s wscsvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:15.0322370Z,C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,"""C:\WINDOWS\uus\packages\preview\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:15.0034485Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k whesvc -p -s whesvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:14.4126660Z,C:\Program Files\McAfee\WebAdvisor\uihost.exe,"""C:\Program Files\McAfee\WebAdvisor\UIHost.exe""",C:\Program Files\McAfee\WebAdvisor\servicehost.exe,Low
2026-03-02T08:20:14.3385145Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:14.0725461Z,C:\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe,"""C:\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe""",C:\Windows\System32\services.exe,Low
2026-03-02T08:20:13.6484970Z,C:\Program Files\McAfee\WebAdvisor\servicehost.exe,"""C:\Program Files\McAfee\WebAdvisor\ServiceHost.exe""",C:\Windows\System32\services.exe,Low
2026-03-02T08:20:13.3243757Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k InvSvcGroup -p -s InventorySvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:13.1948364Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=utility --utility-sub-type=chrome.mojom.ProcessorMetrics --lang=en-GB --service-sandbox-type=none --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --field-trial-handle=5088,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=5076 --mojo-platform-channel-handle=5072 /prefetch:14",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:13.1872868Z,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /c",C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,Low
2026-03-02T08:20:13.1157935Z,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc",C:\Windows\System32\services.exe,Low
2026-03-02T08:20:09.8880348Z,C:\Program Files (x86)\Steam\bin\vulkandriverquery.exe,.\bin\vulkandriverquery.exe,C:\Program Files (x86)\Steam\steam.exe,Low
2026-03-02T08:20:09.0866191Z,C:\Program Files (x86)\Steam\bin\vulkandriverquery64.exe,.\bin\vulkandriverquery64.exe,C:\Program Files (x86)\Steam\steam.exe,Low
2026-03-02T08:20:08.4987928Z,C:\Program Files (x86)\Steam\bin\gldriverquery.exe,.\bin\gldriverquery.exe,C:\Program Files (x86)\Steam\steam.exe,Low
2026-03-02T08:20:08.0009180Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=renderer --start-stack-profiler --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --gaia-url=http://disabled.invalid --lang=en-GB --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1772439453690214 --launch-time-ticks=154298622 --field-trial-handle=4136,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=4148 --mojo-platform-channel-handle=4144 /prefetch:1",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:07.8610050Z,C:\Program Files (x86)\Steam\bin\gldriverquery64.exe,.\bin\gldriverquery64.exe,C:\Program Files (x86)\Steam\steam.exe,Low
2026-03-02T08:20:04.5025764Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k smphost,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:03.7111555Z,C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe,"""C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe"" -Embedding",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:03.6317275Z,C:\Windows\System32\drivers\Intel\ICPS\IDBWM.exe,IDBWM.exe -m -n 1,C:\Windows\System32\drivers\Intel\ICPS\IDBWM.exe,Low
2026-03-02T08:20:02.3744028Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s DsmSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:02.0870463Z,C:\Windows\System32\MidiSrv.exe,C:\WINDOWS\system32\midisrv.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:00.9594457Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --field-trial-handle=2304,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=2328 --mojo-platform-channel-handle=2324 /prefetch:13",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:00.8668591Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --start-stack-profiler --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --field-trial-handle=2168,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=2184 --mojo-platform-channel-handle=2180 /prefetch:11",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:00.6036121Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=gpu-process --start-stack-profiler --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --field-trial-handle=1932,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=1936 --mojo-platform-channel-handle=1928 /prefetch:2",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:00.3872803Z,C:\Program Files (x86)\Common Files\Steam\steamservice.exe,"""C:\Program Files (x86)\Common Files\Steam\steamservice.exe"" /RunAsService",C:\Windows\System32\services.exe,Low
2026-03-02T08:20:00.2159965Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=crashpad-handler /prefetch:4 --max-uploads=5 --max-db-size=20 --max-db-age=5 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Program Files (x86)\Steam\dumps"" ""--metrics-dir=C:\Users\kotra\AppData\Local\CEF\User Data"" --url=https://crash.steampowered.com/submit --annotation=platform=win64 --annotation=product=cefwebhelper --annotation=version=1769025840 --initial-client-data=0x2c4,0x2c8,0x2cc,0x2c0,0x2d0,0x7ffd9c53af00,0x7ffd9c53af0c,0x7ffd9c53af18",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:00.0300045Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" -nocrashdialog ""-lang=en_US"" ""-cachedir=C:\Users\kotra\AppData\Local\Steam\htmlcache"" ""-steampid=20536"" ""-buildid=1769025840"" ""-steamid=0"" ""-logdir=C:\Program Files (x86)\Steam\logs"" ""-uimode=7"" ""-startcount=0"" ""-steamuniverse=Public"" ""-realm=Global"" ""-clientui=C:\Program Files (x86)\Steam\clientui"" ""-steampath=C:\Program Files (x86)\Steam\steam.exe"" ""-launcher=0"" ""--valve-initial-threadpool-size=6"" --valve-enable-site-isolation --enable-smooth-scrolling ""--log-file=C:\Program Files (x86)\Steam\logs\cef_log.txt"" --disable-quick-menu --disable-component-update ""--gaia-url=http://disabled.invalid"" ""--enable-features=PlatformHEVCDecoderSupport"" ""--disable-features=WinRetrieveSuggestionsOnlyOnDemand,SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC""",C:\Program Files (x86)\Steam\steam.exe,Low
2026-03-02T08:19:59.5054967Z,C:\Program Files (x86)\Steam\steamsysinfo.exe,"""C:\Program Files (x86)\Steam\steamsysinfo.exe"" -steamid 0 -buildid 1769025840 -logdir ""C:\Program Files (x86)\Steam\logs"" -query 1 -out-file C:\Users\kotra\AppData\Local\Temp\3965.tmp",C:\Program Files (x86)\Steam\steam.exe,Low
2026-03-02T08:19:57.5375754Z,C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe,"""C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe""",C:\Windows\System32\services.exe,Low
2026-03-02T08:19:56.9381686Z,C:\Program Files\Dell\SARemediation\agent\DellSupportAssistRemedationService.exe,"""C:\Program Files\Dell\SARemediation\agent\DellSupportAssistRemedationService.exe""",C:\Windows\System32\services.exe,Low
2026-03-02T08:19:56.6171343Z,C:\Program Files (x86)\Dell Digital Delivery Services\Dell.D3.WinSvc.exe,"""C:\Program Files (x86)\Dell Digital Delivery Services\Dell.D3.WinSvc.exe""",C:\Windows\System32\services.exe,Low
2026-03-02T08:19:54.9580914Z,C:\Program Files\Dell\MyDell\Console\Dell.UCA.Systray.exe,"""C:\Program Files\Dell\MyDell\Console\Dell.UCA.Systray.exe""",C:\Program Files\Dell\TechHub\Dell.TechHub.exe,Low
2026-03-02T08:19:54.6534934Z,C:\Program Files (x86)\Steam\steam.exe,"""C:\Program Files (x86)\Steam\steam.exe"" -silent",C:\Windows\explorer.exe,Low
2026-03-02T08:19:54.0124893Z,C:\Windows\System32\auditpol.exe,"""C:\WINDOWS\system32\auditpol.exe"" /get /subcategory:""Process Creation""",C:\Program Files\Dell\DTP\InstrumentationSubAgent\Dell.TechHub.Instrumentation.SubAgent.exe,Low
2026-03-02T08:19:52.1273017Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s icssvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:19:51.0348308Z,C:\Windows\System32\drivers\Intel\ICPS\IDBWM.exe,"""IDBWM.exe""",C:\Windows\System32\drivers\Intel\ICPS\IDBWMService.exe,Low
2026-03-02T08:19:50.8779761Z,C:\Windows\System32\drivers\Intel\ICPS\IDBWMService.exe,C:\WINDOWS\System32\drivers\Intel\ICPS\IDBWMService.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:19:49.9275734Z,C:\Windows\System32\drivers\Intel\ICPS\IntelConnect.exe,"""IntelConnect.exe""",C:\Windows\System32\drivers\Intel\ICPS\IntelConnectService.exe,Low
2026-03-02T08:19:49.8503285Z,C:\Windows\System32\reg.exe,"reg  query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Windows\System32\cmd.exe,Low
2026-03-02T08:19:49.7962477Z,C:\Windows\System32\cmd.exe,"C:\Windows\System32\cmd.exe /c reg query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Program Files\Dell\DTP\DiagnosticsSubAgent\Dell.TechHub.Diagnostics.SubAgent.exe,Low
2026-03-02T08:19:49.7523398Z,C:\Windows\System32\reg.exe,"REG.exe import ""C:\Windows\System32\drivers\Intel\ICPS\DefaultReg.txt""",C:\Windows\System32\drivers\Intel\ICPS\IntelConnectivityNetworkService.exe,Low
2026-03-02T08:19:49.7271387Z,C:\Windows\System32\drivers\Intel\ICPS\IntelConnectService.exe,C:\WINDOWS\System32\drivers\Intel\ICPS\IntelConnectService.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:19:49.6246729Z,C:\Windows\System32\drivers\Intel\ICPS\IntelConnectivityNetworkService.exe,C:\WINDOWS\System32\drivers\Intel\ICPS\IntelConnectivityNetworkService.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:19:49.2376612Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:19:45.9280684Z,C:\Program Files\Dell\DTP\InstrumentationSubAgent\Dell.TechHub.Instrumentation.UserProcess.exe,"""C:\Program Files\Dell\DTP\InstrumentationSubAgent\Dell.TechHub.Instrumentation.UserProcess.exe""",C:\Program Files\Dell\DTP\InstrumentationSubAgent\Dell.TechHub.Instrumentation.SubAgent.exe,Low
2026-03-02T08:19:42.1713151Z,C:\Windows\System32\reg.exe,"reg  query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Windows\System32\cmd.exe,Low
2026-03-02T08:19:42.1253768Z,C:\Windows\System32\cmd.exe,"C:\Windows\System32\cmd.exe /c reg query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Program Files\Dell\DTP\DiagnosticsSubAgent\Dell.TechHub.Diagnostics.SubAgent.exe,Low
2026-03-02T08:19:42.1201814Z,C:\Windows\System32\reg.exe,"reg  query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Windows\System32\cmd.exe,Low
2026-03-02T08:19:41.9719961Z,C:\Windows\System32\cmd.exe,"C:\Windows\System32\cmd.exe /c reg query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Program Files\Dell\DTP\InstrumentationSubAgent\Dell.TechHub.Instrumentation.SubAgent.exe,Low
2026-03-02T08:19:40.1667112Z,C:\Windows\System32\msdtc.exe,C:\WINDOWS\System32\msdtc.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:19:32.4529689Z,C:\Windows\System32\reg.exe,"reg  query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Windows\System32\cmd.exe,Low
2026-03-02T08:19:32.2416904Z,C:\Windows\System32\cmd.exe,"C:\Windows\System32\cmd.exe /c reg query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Program Files\Dell\DTP\DiagnosticsSubAgent\Dell.TechHub.Diagnostics.SubAgent.exe,Low
2026-03-02T08:19:30.4893816Z,C:\Windows\System32\reg.exe,"reg  query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Windows\System32\cmd.exe,Low
2026-03-02T08:19:30.2946473Z,C:\Windows\System32\cmd.exe,"C:\Windows\System32\cmd.exe /c reg query HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 /v ""Update Revision""",C:\Program Files\Dell\DTP\InstrumentationSubAgent\Dell.TechHub.Instrumentation.SubAgent.exe,Low
2026-03-02T08:19:24.4586844Z,C:\Users\kotra\AppData\Local\Microsoft\BingSvc\BingSvc.exe,"""C:\Users\kotra\AppData\Local\Microsoft\BingSvc\BingSvc.exe""",C:\Windows\explorer.exe,Medium
2026-03-02T08:19:22.2124675Z,C:\Program Files\Dell\DellOptimizer\Dell.Optimizer.DthProxy\Dell.Optimizer.DthProxy.exe,"""C:\Program Files\Dell\DellOptimizer\Dell.Optimizer.DthProxy\Dell.Optimizer.DthProxy.exe""",C:\Program Files\Dell\TechHub\Dell.TechHub.exe,Low
2026-03-02T08:19:22.1935199Z,C:\Program Files\Dell\MyDell\Manager\Dell.UCA.Manager.exe,"""C:\Program Files\Dell\MyDell\Manager\Dell.UCA.Manager.exe""",C:\Program Files\Dell\TechHub\Dell.TechHub.exe,Low
2026-03-02T08:19:22.1763953Z,C:\Program Files\Dell\MyDell\Components\MyDellCoreSubAgent\TitanCoreSubAgent.exe,"""C:\Program Files\Dell\MyDell\Components\MyDellCoreSubAgent\TitanCoreSubAgent.exe""",C:\Program Files\Dell\TechHub\Dell.TechHub.exe,Low
2026-03-02T08:19:22.1577645Z,C:\Program Files\Dell\DellOptimizer\DellOptimizer.exe,"""C:\Program Files\Dell\DellOptimizer\DellOptimizer.exe""",C:\Program Files\Dell\TechHub\Dell.TechHub.exe,Low
2026-03-02T08:19:22.1420726Z,C:\Program Files\Dell\DTP\AnalyticsSubAgent\Dell.TechHub.Analytics.SubAgent.exe,"""C:\Program Files\Dell\DTP\AnalyticsSubAgent\Dell.TechHub.Analytics.SubAgent.exe""",C:\Program Files\Dell\TechHub\Dell.TechHub.exe,Low
